video_id,duration_sec,duration_source,n_face_frames,n_gesture_frames,face_detection_rate,too_short_for_rate
vid_1859,21.300,frames/fps,213,213,1.0000,0
vid_1860,60.167,frames/fps,602,602,1.0000,0
vid_1861,21.633,frames/fps,217,217,1.0000,0
vid_1862,16.500,frames/fps,165,165,1.0000,0
vid_1863,18.567,frames/fps,186,186,1.0000,0
vid_1864,5.233,frames/fps,53,53,1.0000,0
vid_1865,8.967,frames/fps,90,90,1.0000,0
vid_1866,28.867,frames/fps,289,289,1.0000,0
vid_1867,47.100,frames/fps,471,471,1.0000,0
vid_1868,19.033,frames/fps,191,191,1.0000,0
vid_1869,44.267,frames/fps,443,443,1.0000,0
vid_1870,60.500,frames/fps,605,605,1.0000,0
vid_1871,12.367,frames/fps,124,124,1.0000,0
vid_1872,8.800,frames/fps,88,88,1.0000,0
vid_1873,44.600,frames/fps,446,446,1.0000,0
vid_1874,22.867,frames/fps,229,229,1.0000,0
vid_1875,22.133,frames/fps,222,222,1.0000,0
vid_1876,11.300,frames/fps,113,113,1.0000,0
vid_1877,34.967,frames/fps,350,350,1.0000,0
vid_1878,43.700,frames/fps,437,437,1.0000,0
vid_1879,49.967,frames/fps,500,500,1.0000,0
vid_1880,31.767,frames/fps,318,318,1.0000,0
vid_1881,8.767,frames/fps,88,88,1.0000,0
vid_1882,39.567,frames/fps,396,396,1.0000,0
vid_1883,17.733,frames/fps,178,178,1.0000,0
vid_1884,17.600,frames/fps,176,176,1.0000,0
vid_1885,11.167,frames/fps,112,112,1.0000,0
vid_1886,31.367,frames/fps,314,314,1.0000,0
vid_1887,3.600,frames/fps,36,36,1.0000,0
vid_1888,19.167,frames/fps,192,192,1.0000,0
vid_1889,29.600,frames/fps,296,296,1.0000,0
vid_1890,15.600,frames/fps,156,156,1.0000,0
vid_1891,3.533,frames/fps,36,36,1.0000,0
vid_1892,28.100,frames/fps,281,281,1.0000,0
vid_1893,17.767,frames/fps,178,178,1.0000,0
vid_1894,9.600,frames/fps,96,96,1.0000,0
vid_1895,18.200,frames/fps,182,182,1.0000,0
vid_1896,20.167,frames/fps,202,202,1.0000,0
vid_1897,16.600,frames/fps,166,166,1.0000,0
vid_1898,25.333,frames/fps,254,254,1.0000,0
vid_1899,0.633,frames/fps,7,7,1.0000,1
vid_1900,58.133,frames/fps,582,582,1.0000,0
vid_1901,0.633,frames/fps,7,7,1.0000,1
vid_1902,9.767,frames/fps,98,98,1.0000,0
vid_1903,7.667,frames/fps,77,77,1.0000,0
vid_1904,32.567,frames/fps,326,326,1.0000,0
vid_1905,24.633,frames/fps,247,247,1.0000,0
vid_1906,37.233,frames/fps,373,373,1.0000,0
vid_1907,39.267,frames/fps,393,393,1.0000,0
vid_1908,15.100,frames/fps,151,151,1.0000,0
vid_1909,22.633,frames/fps,227,227,1.0000,0
vid_1910,11.967,frames/fps,120,120,1.0000,0
vid_1911,18.733,frames/fps,188,188,1.0000,0
vid_1912,10.167,frames/fps,102,102,1.0000,0
vid_1913,31.800,frames/fps,318,318,1.0000,0
vid_1914,23.967,frames/fps,240,240,1.0000,0
vid_1915,4.233,frames/fps,43,43,1.0000,0
vid_1916,48.200,frames/fps,482,482,1.0000,0
vid_1917,25.600,frames/fps,256,256,1.0000,0
vid_1918,36.133,frames/fps,362,362,1.0000,0
vid_1919,9.967,frames/fps,100,100,1.0000,0
vid_1920,11.633,frames/fps,117,117,1.0000,0
vid_1921,13.133,frames/fps,132,132,1.0000,0
vid_1922,38.700,frames/fps,387,387,1.0000,0
vid_1923,22.867,frames/fps,229,229,1.0000,0
vid_1924,1.600,frames/fps,16,16,1.0000,1
vid_1925,20.833,frames/fps,205,209,1.0000,0
vid_1926,55.467,frames/fps,555,555,1.0000,0
vid_1927,38.400,frames/fps,384,384,1.0000,0
vid_1928,57.600,frames/fps,576,576,1.0000,0
vid_1929,13.133,frames/fps,132,132,1.0000,0
vid_1930,23.867,frames/fps,239,239,1.0000,0
vid_1931,44.733,frames/fps,448,448,1.0000,0
vid_1932,24.867,frames/fps,249,249,1.0000,0
vid_1933,9.500,frames/fps,95,95,1.0000,0
vid_1934,14.833,frames/fps,149,149,1.0000,0
vid_1935,43.967,frames/fps,440,440,1.0000,0
vid_1936,49.333,frames/fps,494,494,1.0000,0
vid_1937,21.200,frames/fps,212,212,1.0000,0
vid_1938,35.933,frames/fps,360,360,1.0000,0
vid_1939,15.800,frames/fps,158,158,1.0000,0
vid_1940,35.933,frames/fps,360,360,1.0000,0
vid_1941,13.500,frames/fps,135,135,1.0000,0
vid_1942,1.400,frames/fps,14,14,1.0000,1
vid_1943,14.867,frames/fps,149,149,1.0000,0
vid_1944,34.667,frames/fps,347,347,1.0000,0
vid_1945,17.700,frames/fps,177,177,1.0000,0
vid_1946,30.800,frames/fps,308,308,1.0000,0
vid_1947,15.100,frames/fps,151,151,1.0000,0
vid_1948,11.567,frames/fps,116,116,1.0000,0
vid_1949,24.700,frames/fps,247,247,1.0000,0
vid_1950,44.567,frames/fps,446,446,1.0000,0
vid_1951,38.200,frames/fps,382,382,1.0000,0
vid_1952,57.167,frames/fps,572,572,1.0000,0
vid_1953,44.267,frames/fps,443,443,1.0000,0
vid_1954,27.100,frames/fps,271,271,1.0000,0
vid_1955,26.700,frames/fps,267,267,1.0000,0
vid_1956,14.100,frames/fps,141,141,1.0000,0
vid_1957,27.967,frames/fps,280,280,1.0000,0
vid_1958,56.367,frames/fps,564,564,1.0000,0
vid_1959,13.433,frames/fps,135,135,1.0000,0
vid_1960,30.433,frames/fps,305,305,1.0000,0
vid_1961,55.400,frames/fps,554,554,1.0000,0
vid_1962,19.600,frames/fps,196,196,1.0000,0
vid_1963,28.833,frames/fps,289,289,1.0000,0
vid_1964,49.967,frames/fps,500,500,1.0000,0
vid_1965,30.100,frames/fps,301,301,1.0000,0
vid_1966,27.100,frames/fps,271,271,1.0000,0
vid_1967,0.933,frames/fps,10,10,1.0000,1
vid_1968,44.800,frames/fps,448,448,1.0000,0
vid_1969,26.567,frames/fps,266,266,1.0000,0
vid_1970,60.533,frames/fps,606,606,1.0000,0
vid_1971,60.533,frames/fps,606,606,1.0000,0
vid_1972,33.200,frames/fps,332,332,1.0000,0
vid_1973,22.167,frames/fps,222,222,1.0000,0
vid_1974,17.633,frames/fps,177,177,1.0000,0
vid_1975,43.233,frames/fps,433,433,1.0000,0
vid_1976,31.100,frames/fps,311,311,1.0000,0
vid_1977,16.800,frames/fps,168,168,1.0000,0
vid_1978,15.467,frames/fps,155,155,1.0000,0
vid_1979,52.233,frames/fps,523,523,1.0000,0
vid_1980,29.200,frames/fps,290,292,1.0000,0
vid_1981,57.367,frames/fps,574,574,1.0000,0
vid_1982,34.767,frames/fps,348,348,1.0000,0
vid_1983,1.767,frames/fps,18,18,1.0000,1
vid_1984,51.167,frames/fps,512,512,1.0000,0
vid_1985,25.800,frames/fps,258,258,1.0000,0
vid_1986,21.567,frames/fps,216,216,1.0000,0
vid_1987,7.600,frames/fps,76,76,1.0000,0
vid_1988,48.167,frames/fps,482,482,1.0000,0
vid_1989,18.567,frames/fps,186,186,1.0000,0
vid_1990,14.600,frames/fps,146,146,1.0000,0
vid_1991,60.533,frames/fps,606,606,1.0000,0
vid_1992,30.800,frames/fps,308,308,1.0000,0
vid_1993,46.900,frames/fps,469,469,1.0000,0
vid_1994,60.533,frames/fps,606,606,1.0000,0
vid_1995,34.233,frames/fps,343,343,1.0000,0
vid_1996,50.400,frames/fps,504,504,1.0000,0
vid_1997,30.767,frames/fps,308,308,1.0000,0
vid_1998,46.700,frames/fps,467,467,1.0000,0
vid_1999,2.867,frames/fps,29,29,1.0000,0
vid_2000,35.000,frames/fps,350,350,1.0000,0
vid_2001,7.300,frames/fps,73,73,1.0000,0
vid_2002,42.200,frames/fps,422,422,1.0000,0
vid_2003,24.867,frames/fps,249,249,1.0000,0
vid_2004,49.867,frames/fps,499,499,1.0000,0
vid_2005,18.733,frames/fps,188,188,1.0000,0
vid_2006,60.533,frames/fps,606,606,1.0000,0
vid_2007,18.767,frames/fps,188,188,1.0000,0
vid_2008,22.800,frames/fps,228,228,1.0000,0
vid_2009,11.900,frames/fps,119,119,1.0000,0
vid_2010,10.833,frames/fps,109,109,1.0000,0
vid_2011,29.467,frames/fps,295,295,1.0000,0
